@relation tanks_data

@attribute Name STRING
@attribute Tier {'X', 'IX', 'VIII', 'VII', 'VI', 'V', 'IV', 'III', 'II', 'I'}
@attribute Premium {True, False}
@attribute Reward {True, False}
@attribute Event {True, False}
@attribute Nationality {'American', 'British', 'Soviet', 'Chinese', 'French', 'Czech', 'German', 'Italian', 'Japanese', 'Polish', 'Swedish'}
@attribute Type {'Heavy Tank', 'Medium Tank', 'Light Tank', 'Tank Destroyer', 'Artillery'}
@attribute DPM NUMERIC
@attribute Damage NUMERIC
@attribute Penetration (mm) NUMERIC
@attribute DPM at 500m (mm) NUMERIC
@attribute Reload time (sec) NUMERIC
@attribute Rate of fire (rnds/min) NUMERIC
@attribute Aim time (sec) NUMERIC
@attribute Dispersion NUMERIC
@attribute Dispersion damaged NUMERIC
@attribute Dispersion factors moving (+) NUMERIC
@attribute Dispersion factors tank traverse (+) NUMERIC
@attribute Dispersion factors turret traverse (+) NUMERIC
@attribute Dispersion factors after firing (+) NUMERIC
@attribute Dispersion factors damaged (×) NUMERIC
@attribute Damage vs. modules NUMERIC
@attribute Caliber (mm) NUMERIC
@attribute Shell velocity (m/s) NUMERIC
@attribute Max range (m) NUMERIC
@attribute Ammo capacity NUMERIC
@attribute Potential damage NUMERIC
@attribute Shell cost NUMERIC
@attribute Top speed (km/h) NUMERIC
@attribute Reverse speed (km/h) NUMERIC
@attribute Power (hp) NUMERIC
@attribute Power/weight (hp/t) NUMERIC
@attribute Tank traverse (°/sec) NUMERIC
@attribute Effective top speed hard (km/h) NUMERIC
@attribute Effective top speed medium (km/h) NUMERIC
@attribute Effective top speed soft (km/h) NUMERIC
@attribute Effective traverse hard (°/sec) NUMERIC
@attribute Effective traverse medium (°/sec) NUMERIC
@attribute Effective traverse soft (°/sec) NUMERIC
@attribute Terrain resistance hard NUMERIC
@attribute Terrain resistance medium NUMERIC
@attribute Terrain resistance soft NUMERIC
@attribute Gun elevation (°) NUMERIC
@attribute Gun depression (°) NUMERIC
@attribute Gun traverse (°/sec) NUMERIC
@attribute Gun traverse range (°) part 1 STRING
@attribute Gun traverse range (°) part 2 NUMERIC
@attribute Turret traverse (°/sec) NUMERIC
@attribute Hull armor (mm) part 1 NUMERIC
@attribute Hull armor (mm) part 2 NUMERIC
@attribute Hull armor (mm) part 3 NUMERIC
@attribute Turret armor (mm) part 1 NUMERIC
@attribute Turret armor (mm) part 2 NUMERIC
@attribute Turret armor (mm) part 3 NUMERIC
@attribute Track armor (mm) NUMERIC
@attribute Health NUMERIC
@attribute Engine health NUMERIC
@attribute Track health NUMERIC
@attribute Health repair time (sec) NUMERIC
@attribute Ammo rack health NUMERIC
@attribute Fuel tank health NUMERIC
@attribute Max load (kg) NUMERIC
@attribute Total weight (kg) NUMERIC
@attribute Stationary camo (%) part 1 NUMERIC
@attribute Stationary camo (%) part 2 NUMERIC
@attribute Moving camo (%) part 1 NUMERIC
@attribute Moving camo (%) part 2 NUMERIC
@attribute View range (m) NUMERIC
@attribute Radio range (m) NUMERIC
@attribute Fire chance (%) NUMERIC
@attribute Tank cost (silver) NUMERIC
@attribute Tank cost (gold) NUMERIC
@attribute Clip size NUMERIC
@attribute Clip damage part 1 NUMERIC
@attribute Clip damage part 2 NUMERIC
@attribute Intra-clip reload NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 1 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 2 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 3 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 4 NUMERIC
@attribute Max wheel angle (°) NUMERIC
@attribute Axle count NUMERIC
@attribute Siege enabled (km/h) NUMERIC
@attribute Siege disabled (km/h) NUMERIC
@attribute Rocket boosters uses NUMERIC
@attribute Rocket boosters duration (sec) NUMERIC
@attribute Rocket boosters cooldown (sec) NUMERIC
@attribute Rocket boosters initial cooldown (s) NUMERIC
@attribute Track health part 1 NUMERIC
@attribute Track health part 2 NUMERIC
@attribute Health repair time (sec) part 1 NUMERIC
@attribute Health repair time (sec) part 2 NUMERIC
@attribute Reload time (sec) part 1 NUMERIC
@attribute Reload time (sec) part 2 NUMERIC
@attribute DPM alt. gun (sec) NUMERIC
@attribute DPM charge/lock (sec) part 1 NUMERIC
@attribute DPM charge/lock (sec) part 2 NUMERIC
@attribute Dispersion before cooldown NUMERIC
@attribute Cooldown delay (sec) NUMERIC
@attribute Ricochet angle (°) NUMERIC
@attribute DPM at 50m NUMERIC
@attribute DPM at 50m at 500m NUMERIC
@attribute Damage at 50m NUMERIC
@attribute DPM at 50m at 500m (mm) NUMERIC
@attribute Dispersion factors at 500m NUMERIC
@attribute Explosion radius (m) NUMERIC
@attribute Stun duration (s) STRING
@attribute Shell gravity (m/s²) NUMERIC
@attribute Ballistic range (m) NUMERIC
@attribute DPM burst size NUMERIC
@attribute DPM burst damage part 1 NUMERIC
@attribute DPM burst damage part 2 STRING
@attribute Normalization (°) NUMERIC
@attribute Tank cost in NA NUMERIC
@attribute View range (m) in EU NUMERIC
@attribute View range (m) in Asia NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 5 NUMERIC
@attribute DPM at 400m (mm) NUMERIC

@data
'M3G FT','III',False,False,False,'Chinese','Tank Destroyer',1439.34,115,85,69,4.79,12.52,1.82,0.36,0.73,0.22,0.22,0.12,4,2,105,76,700,720,70,8050,56,55,12,310,22.96,41.72,51.41,46,32.37,41.64,37.25,26.22,1.63,1.82,2.59,15,5,40,'-15',15,41.72,25.4,25.4,25.4,10,10,10,10,285,123,70,10.03,110,125,15000,13500,16.56,4.09,9.92,2.45,310,395,20,32400,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Marder II','III',False,False,False,'German','Tank Destroyer',1434.13,110,108,94,4.60,13.04,2.40,0.38,0.77,0.30,0.30,0.18,4,2,100,75,790,720,65,7150,70,40,12,148.02,13.44,39.63,40,39.36,22.25,40.44,34.22,19.34,1.05,1.25,2.21,10,8,35,'-32',25,27.12,30,14.5,14.5,0,0,0,10,295,55,70,10.03,100,125,13000,11010,21.43,5.29,12.88,3.18,310,550,20,42000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Renault UE 57','III',False,False,False,'French','Tank Destroyer',1676.25,75,110,95,2.68,22.35,1.92,0.37,0.75,0.26,0.26,0.16,4,2,76,57,892,720,125,9375,45,36,12,50.75,18.19,31.29,36,36,30.10,30.82,26.08,14.74,1.05,1.25,2.21,20,2,43.75,'-7',7,45.89,9,6,6,0,0,0,5,265,25,70,10.03,100,125,7800,2790,26.85,6.77,16.13,4.07,320,455,20,42500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'SU-76I','III',True,False,False,'Soviet','Tank Destroyer',1778.76,110,86,75,3.71,16.17,2.01,0.42,0.84,0.26,0.26,0.10,3.50,2,105,76,640,720,170,18700,56,50,14,317.18,13.92,41.72,48.18,35.33,21.20,39.63,29.06,17.44,1.05,1.44,2.40,15,5,39.38,'-10',10,43.81,60,30,50,0,0,0,15,285,86,70,10.03,90,150,24800,22780,20.63,7.51,12.37,4.50,300,338.97,20,?,1000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T56 GMC','III',False,False,False,'American','Tank Destroyer',1173.38,75,110,93,3.84,15.64,1.92,0.38,0.77,0.28,0.28,0.14,4,2,76,57,823,720,95,7125,50,50,14,422.91,29.83,31.29,50,50,42.04,47.91,42.87,30.17,1.63,1.82,2.59,25,5,43.75,'-15',15,45.89,38.1,25.4,12.7,12.7,12.7,12.7,10,285,104,70,10.03,110,125,16500,14179,18.92,5.03,11.34,3.02,290,782.25,20,30000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'10TP','III',False,False,False,'Polish','Light Tank',1000,75,56,46,4.50,13.33,2.21,0.38,0.77,0.23,0.23,0.14,3.50,2,64,47,782,720,190,14250,29,50,20,220,17.49,46.93,50,50,28.94,50.81,40.65,17.67,0.77,0.96,2.21,20,12,40,'-180',180,37.55,20,20,20,18,16,16,10,410,104,70,10.03,90,100,14000,12580,15.96,4.40,15.96,4.40,310,365.05,20,37000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'43 M. Toldi III','III',True,False,False,'German','Light Tank',704.02,45,64,52,3.84,15.64,2.01,0.41,0.82,0.30,0.30,0.14,4,2,54,40,800,720,150,6750,15,45,20,163.88,17.34,46.93,45,45,38.82,44.59,36.48,23.61,0.86,1.05,1.63,25,10,43.75,'-180',180,31.29,35,13,10,35,25,25,10,410,55,70,10.03,100,125,12000,9450,19.27,5.49,19.27,5.49,270,400,20,?,500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'A7E3','III',True,False,False,'British','Light Tank',1043,50,78,66,2.88,20.86,1.53,0.34,0.67,0.28,0.28,0.12,3,2,54,40,792,720,130,6500,30,35,15,252,13.85,41.72,35,35,22.91,41.72,33.38,21.77,1.15,1.44,2.21,20,10,43.75,'-180',180,39.63,14,9,9,14,14,14,10,460,65,70,12.03,110,125,20000,18200,17.84,4.55,13.39,3.42,320,391.13,15,?,500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'AMX 38','III',False,False,False,'French','Light Tank',1031.25,55,45,38,3.20,18.75,2.50,0.47,0.94,0.36,0.36,0.20,4,2,64,47,660,720,210,11550,20,25,10,169.16,10.54,33.38,25,25,16.05,35.40,32.87,18.41,1.25,1.34,2.40,20,6,39.38,'-180',180,28,60,40,40,60,40,40,10,390,50,80,12.03,100,125,18000,16050,15.96,4.63,11.97,3.47,310,360,15,41000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'BT-5','III',False,False,False,'Soviet','Light Tank',1278.81,47,67,46,2.21,27.21,1.92,0.36,0.73,0.20,0.20,0.10,3,2,61,45,757,720,145,6815,14,55,20,444.06,41.38,52.15,55,55,55,53.38,42.70,18.57,0.77,0.96,2.21,25,8,43.75,'-180',180,37.55,15,13,10,20,15,15,10,410,110,80,8.02,90,100,11800,10730,16.53,4.79,16.53,4.79,300,360,15,37000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'BT-7 artillery','III',True,False,False,'Soviet','Light Tank',2138.15,164,38,?,4.60,13.04,2.30,0.58,1.15,0.22,0.22,0.18,4,2,105,76,381,720,70,11480,38,51.60,20,528.64,39.16,47.98,51.60,51.60,51.60,47.98,38.38,20.20,0.77,0.96,1.82,25,5,43.75,'-180',180,41.72,20,19,13,15,15,13,10,390,90,70,10.03,90,100,14800,13500,15.68,4.08,11.74,3.05,290,300,20,?,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.09,?,?,?,?,?,?,?,?,?,?,?,?
'BT-SV','III',True,False,False,'Soviet','Light Tank',1233.75,47,51,38,2.29,26.25,1.64,0.39,0.79,0.24,0.24,0.08,3,2,61,45,757,720,170,7990,14,62,20,528.64,40.32,34.42,62,62,44.74,34.42,28.64,11.44,1.09,1.31,3.29,22,4,43.75,'-180',180,41.07,25,20,16,25,25,25,10,425,90,70,10.03,100,125,14500,13110,16.87,4.89,12.65,3.67,280,312.90,20,?,1000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Cruiser Mk. III','III',False,False,False,'British','Light Tank',1066.25,45,49,?,8.63,23.69,2.21,0.43,0.86,0.25,0.25,0.14,3,2,54,40,732,400,320,14400,30,48,20,417.63,28.74,36.50,48,48,48,41.42,34.51,23.01,0.96,1.15,1.73,20,15,43.75,'-180',180,43.81,14,14,14,14,12,14,10,390,104,70,12.03,85,100,17000,14530,12.94,2.52,9.69,1.89,330,400,20,38000,?,4,180,1.5,0.50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,90,'0.5s',?,?,?,?,?,40.44
'Lago M38','III',True,False,False,'Swedish','Light Tank',1251.60,60,62,55,2.88,20.86,1.92,0.40,0.81,0.20,0.20,0.16,4,2,64,47,782,720,120,7200,21,45,20,250,16.67,41.72,45,45,32.53,41.72,30.90,21.39,0.96,1.29,1.87,20,10,40,'-180',180,29.20,34,24,24,34,24,24,15,465,123,70,10.03,100,125,17500,15000,16.19,4.47,12.14,3.35,320,290,20,?,500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'LT vz. 38','III',False,False,False,'Czech','Light Tank',1059.78,40,82,66,4.79,26.49,1.70,0.38,0.76,0.32,0.32,0.10,3,2,50,37,900,720,159,6360,26,42,18,148.02,13.97,39.63,42,42,29.54,42.38,35.31,23.54,0.96,1.15,1.73,25,5,40,'-180',180,32,25,15,15,50,30,25,10,390,55,70,12.03,100,125,13000,10595,18.07,5.15,13.60,3.88,330,359.83,20,43500,?,3,120,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'LTP','III',True,False,False,'Soviet','Light Tank',1225.52,47,51,38,2.30,26.07,2.10,0.46,0.92,0.26,0.26,0.16,3.50,2,61,45,757,720,300,14100,14,45.10,18,179.74,16.34,54.24,45.10,45.10,27.04,54.24,50.06,28.30,1.15,1.25,2.21,20,8,43.75,'-180',180,36,30,20,30,30,30,30,10,410,60,70,10.03,90,100,13000,11000,20.18,5.85,15.16,4.40,310,440,20,?,850,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'M22 Locust','III',True,False,False,'American','Light Tank',1093.10,40,56,38,2.20,27.33,1.64,0.39,0.79,0.21,0.21,0.12,3,2,50,37,792,720,90,3600,18,64,20,203,29.34,41.72,64,64,54.21,41.72,37.13,19.64,0.93,1.05,1.98,30,10,43.75,'-180',180,41.72,25,13,13,25,25,25,15,445,104,70,10.03,130,125,7590,6918,20.35,6.10,20.35,6.10,330,395,20,?,900,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'M3 Light','III',True,False,False,'Soviet','Light Tank',960,40,48,36,2.50,24,1.82,0.44,0.88,0.24,0.24,0.16,4,2,50,37,765,720,180,7200,18,61,20,283.35,23.59,41.72,61,61,39.20,41.72,36.42,20.04,1.05,1.21,2.20,25,10,43.75,'-180',180,41.98,38,25,25,38,25,25,10,390,80,70,10.03,100,125,12500,12014,15.22,4.57,15.22,4.57,280,338.97,20,?,850,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'M3 Stuart','III',False,False,False,'American','Light Tank',1043.48,40,56,38,2.30,26.09,1.44,0.39,0.79,0.16,0.16,0.08,3,2,50,37,792,720,180,7200,18,61,20,370.05,29.11,46.93,61,61,58.31,63.55,57.78,33.45,0.96,1.05,1.82,20,10,43.75,'-180',180,50.06,38.1,25.4,25.4,38.1,31.7,31.7,10,440,104,70,6.02,110,125,14500,12712,15.31,4.59,15.31,4.59,330,338.97,20,37500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'MTLS-1G14','III',True,False,False,'American','Light Tank',941.18,40,68,?,4.60,23.53,1.44,0.40,0.81,0.22,0.22,0.12,1,2,50,37,782,400,1226,49040,35,55,20,500,26.25,41.72,55,55,37.98,41.72,36.31,18.08,1.09,1.26,2.52,22.32,11.88,43.75,'-180',180,45.89,38.1,25.4,25.4,38.1,25.4,25.4,15,410,104,70,12.03,130,150,20000,19051,12.54,3.01,9.40,2.26,280,338.97,12,?,1250,2,80,0.5,0.50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,?,?,?,?,?,?,47.78
'Panzerwagen 39','III',True,False,False,'Czech','Light Tank',1125,30,45,40,1.60,37.50,1.20,0.40,0.80,0.18,0.18,0.12,3,2,27,24,700,720,360,10800,16,45,20,110,14.29,41.72,45,45,26.39,41.72,37.13,19.64,0.93,1.05,1.98,25,10,43.75,'-180',180,40,32,15,8,32,15,8,15,445,40,70,10.03,130,125,8000,7700,17.04,4.77,12.77,3.58,330,432.84,20,?,500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Pz.Kpfw. 38 (t)','III',False,False,False,'German','Light Tank',1501.92,60,62,55,2.40,25.03,1.90,0.39,0.78,0.23,0.23,0.12,3,2,64,47,775,720,100,6000,16,42,18,211.46,21,36.50,42,42,34.75,56.43,47.75,26.99,1.05,1.25,2.21,20,10,39.38,'-180',180,32,25,15,15,50,30,25,10,445,100,70,12.03,100,125,12300,10070,17.99,5.22,13.51,3.92,330,573.65,20,33000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Pz.Kpfw. I Ausf. C','III',False,False,False,'German','Light Tank',1324.14,8,33,?,8,165.52,1.40,0.45,0.90,0.24,0.24,0.08,1.30,2,17,7.92,1170,400,1120,8960,3,79,22,198.59,24.67,50.06,79,79,47.36,54.17,48.75,25.66,0.90,1,1.90,20,10,43.75,'-180',180,44,30,20,14.5,30,14.5,14.5,15,410,80,70,10.03,100,125,10200,8050,19.03,5.33,19.03,5.33,340,700,20,45800,?,40,320,6.5,0.17,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,64,'1.17s',?,?,?,?,?,22.11
'Pz.Kpfw. II Ausf. G','III',False,False,False,'German','Light Tank',682.11,30,95,?,15,22.74,2.30,0.50,1,0.22,0.22,0.20,2.60,2,40,30,940,400,318,9540,32,65,20,190.31,17.75,45.89,61.42,56.30,29.37,50.99,46.74,24.39,1.05,1.15,2.21,16,8,43.75,'-180',180,42,30,20,14.5,30,14.5,14.5,15,425,80,70,10.03,100,125,13000,10721,18.62,3.91,18.62,3.91,330,730.10,20,39700,?,6,180,0.83,0.17,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,60,'0.17s',?,?,?,?,?,79.44
'Pz.Kpfw. II Ausf. J','III',True,False,False,'German','Light Tank',1619.11,11,23,?,2.88,147.19,1.40,0.57,1.14,0.20,0.20,0.08,1.20,2,27,20,780,400,700,7700,3,31,12,169.16,9.46,33.38,29.99,22.49,14.40,31.71,23.78,15.22,1.15,1.53,2.40,20,10,43.75,'-180',180,40,80,50,50,80,50,50,24,465,70,80,12.03,100,125,18850,17890,17.38,4.87,13.05,3.65,320,359.83,20,?,1000,10,110,1.2,0.13,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,22,'0.13s',?,?,?,?,?,17.56
'Pz.Kpfw. III Ausf. E','III',False,False,False,'German','Light Tank',1752.24,70,60,47,2.40,25.03,2.21,0.46,0.92,0.29,0.29,0.16,4,2,68,50,685,720,135,9450,30,68,20,465.20,27.81,45.89,68,68,46.01,55.26,46.76,26.43,1.05,1.25,2.21,20,10,39.38,'-180',180,36.50,30,30,20,30,30,30,15,425,86,70,10.03,100,125,19350,16730,18.01,5.22,18.01,5.22,320,432.84,20,35000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Pz.Kpfw. M 15','III',True,False,False,'German','Light Tank',1043,40,42,36,2.30,26.07,2,0.41,0.82,0.22,0.22,0.12,4,2,50,37,750,720,180,7200,14,40,15,250,16.01,43.81,40,40,31.25,43.81,32.45,22.46,0.96,1.29,1.87,20,10,39.38,'-180',180,30,45,25,25,50,30,25,10,470,104,70,10.03,100,100,17000,15615,16.42,4.19,12.31,3.14,330,547.57,20,?,850,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Pz.Kpfw. T 15','III',True,False,False,'German','Light Tank',1095.15,40,42,36,2.19,27.38,1.71,0.41,0.82,0.20,0.20,0.12,4,2,50,37,750,720,135,5400,14,60,20,289.69,27.62,47.98,60,60,51.02,47.98,43.35,23.99,0.99,1.09,1.98,20,10,39.38,'-180',180,44,30,20,12,30,25,25,15,465,100,70,10.03,100,125,12200,10490,19.27,5.78,19.27,5.78,350,740.53,20,?,900,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Straussler V–4/40','III',True,False,False,'German','Light Tank',1043,45,64,52,2.59,23.18,2,0.40,0.80,0.20,0.20,0.10,4,2,54,40,800,720,100,4500,15,40,20,180,15,47.98,40,40,27.71,47.98,43.35,23.99,0.99,1.09,1.98,20,10,43.75,'-180',180,40,23,16,10,13,10,10,10,445,40,70,10.03,100,125,14000,12000,18.70,5.33,18.70,5.33,350,417.20,20,?,800,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Strv m/40L','III',False,False,False,'Swedish','Light Tank',1251.60,40,78,70,1.92,31.29,1.53,0.36,0.73,0.30,0.30,0.06,3,2,50,37,1150,720,175,7000,18,45,18,220,21.69,46.93,45,45,33.87,65.57,48.57,33.62,1.20,1.62,2.34,25,15,40,'-180',180,38.59,48,13,13,50,20,35,10,410,80,70,12.03,100,125,12000,10142,18.64,5.59,13.96,4.19,320,345,20,38500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Stuart I-IV','III',False,False,False,'British','Light Tank',1038.46,45,64,54,2.60,23.08,1.92,0.38,0.77,0.22,0.22,0.16,3,2,54,40,792,720,170,7650,25,58,20,277.01,21.35,46.93,58,58,36.93,49.42,41.82,24.71,1.05,1.25,2.11,20,10,43.75,'-180',180,50.06,38.1,25.4,25.4,38.1,31.8,31.8,10,445,58,70,6.02,110,125,14500,12975,15.04,4.51,11.28,3.38,330,469.35,20,43500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T-116','III',True,False,False,'Soviet','Light Tank',1278.81,47,51,38,2.21,27.21,1.90,0.42,0.84,0.22,0.22,0.14,3.50,2,61,45,757,720,200,9400,14,60,20,335,31.90,50.06,60,60,52.79,50.06,46.21,26.12,1.15,1.25,2.21,30,5,43.75,'-180',180,40,15,13,13,15,13,13,10,410,60,70,10.03,90,100,13000,10500,18.30,5.31,13.68,3.97,320,300,20,?,500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T-127','III',True,False,False,'Soviet','Light Tank',1286.80,47,51,38,2.19,27.38,1.97,0.42,0.83,0.24,0.24,0.16,3,2,61,45,757,720,210,9870,14,38,15,264.32,20.98,35.46,38,38,31.81,35.46,29.99,17.80,1.21,1.43,2.41,25,8,43.75,'-180',180,47.46,40,30,30,40,30,30,15,445,93,70,10.03,100,100,14000,12600,17.95,5.21,13.45,3.90,320,312.90,15,?,850,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T-46','III',False,False,False,'Soviet','Light Tank',1996.09,40,46,?,4.60,49.90,2.21,0.43,0.86,0.25,0.25,0.14,2.20,2,50,37,900,400,210,8400,35,58,20,370.05,24.89,57.36,58,58,41.18,63.42,53.66,30.33,1.05,1.25,2.21,16,8,43.75,'-180',180,45.89,15,15,15,30,15,15,10,445,95,70,12.03,90,100,17300,14870,16.12,3.63,12.08,2.72,310,360,20,38500,?,5,200,1.41,0.35,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,120,'0.71s',?,?,?,?,?,32
'T-70','III',False,False,False,'Soviet','Light Tank',1320,55,75,61,2.50,24,2.30,0.37,0.74,0.26,0.26,0.16,4,2,61,45,870,720,160,8800,35,45,18,179.74,17.92,54.24,45,45,32.47,60.40,55.36,31.64,1.05,1.15,2.01,19,4,43.75,'-180',180,40,35,15,25,35,35,35,10,410,70,70,10.03,90,125,12500,10032,17.61,4.86,13.18,3.64,310,525,20,39300,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Type 2597 Chi-Ha','III',False,False,False,'Chinese','Light Tank',1460.20,70,81,69,2.88,20.86,2.21,0.42,0.84,0.24,0.24,0.16,4,2,64,47,810,720,180,12600,36,40,15,253.75,16.08,33.38,40,40,32.21,44.91,40.83,23.64,0.96,1.05,1.82,20,15,43.75,'-180',180,31.29,25,25,20,35,25,25,15,425,104,70,10.03,100,125,18000,15780,16.50,4.55,12.36,3.41,330,443.27,15,42000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
